order,note_id,status,front_text,tokens,new_tokens
231,1773041805394,KEEP,Aku akan mencoba yang lain nanti,akan | aku | lain | mencoba | nanti | yang,mencoba
232,1773041816205,KEEP,Aku sedang mencoba memahami masalah ini,aku | ini | masalah | memahami | mencoba | sedang,memahami
233,1773041825995,KEEP,Aku belum memahami maksudmu tadi,aku | belum | maksudmu | memahami | tadi,maksudmu
234,1773041842337,KEEP,Apa maksud pertanyaanmu tadi?,apa | maksud | pertanyaanmu | tadi,maksud | pertanyaanmu
235,1773041849132,KEEP,Apakah ini berarti kita harus pergi?,apakah | berarti | harus | ini | kita | pergi,berarti
236,1773041863592,KEEP,Dia belum menjawab pertanyaan itu,belum | dia | itu | menjawab | pertanyaan,menjawab | pertanyaan
237,1773041955509,KEEP,Dulu aku tinggal di desa kecil,aku | desa | di | dulu | kecil | tinggal,desa
238,1773041961503,KEEP,Dulu aku berumur sepuluh tahun,aku | berumur | dulu | sepuluh | tahun,berumur
239,1773041978808,KEEP,Dulu aku tidak suka kopi,aku | dulu | kopi | suka | tidak,suka
240,1773042119436,KEEP,Tadi malam aku melihat banyak bintang,aku | banyak | bintang | malam | melihat | tadi,bintang
241,1773042134605,KEEP,Semalam kami mempelajari rasi bintang Orion,bintang | kami | mempelajari | orion | rasi | semalam,mempelajari | orion | rasi
242,1773128885413,KEEP,Aku hanya punya satu kesempatan,aku | hanya | kesempatan | punya | satu,hanya | kesempatan | satu
243,1773128909534,KEEP,Aku belum makan dua kali hari ini,aku | belum | dua | hari | ini | kali | makan,dua | kali
244,1773128919933,KEEP,Apakah kamu sudah membaca tiga pesan?,apakah | kamu | membaca | pesan | sudah | tiga,tiga
245,1773128933001,KEEP,Aku akan tinggal empat hari lagi,akan | aku | empat | hari | lagi | tinggal,empat
246,1773128943311,KEEP,Aku tidak punya lima alasan lagi,aku | alasan | lagi | lima | punya | tidak,lima
247,1773128965102,KEEP,Apakah dia sudah menunggu enam jam?,apakah | dia | enam | jam | menunggu | sudah,enam | jam
248,1773128976738,KEEP,Aku pernah melihat tujuh bintang terang,aku | bintang | melihat | pernah | terang | tujuh,terang
249,1773128995873,KEEP,Apakah kamu pernah membaca sembilan buku?,apakah | buku | kamu | membaca | pernah | sembilan,sembilan
250,1773129011603,KEEP,Aku sudah berjalan sepuluh kilometer,aku | berjalan | kilometer | sepuluh | sudah,kilometer
251,1773129166126,KEEP,Bahasa ini bukan bentuk baku,bahasa | baku | bentuk | bukan | ini,baku | bentuk
252,1773129179360,KEEP,Apakah bentuk awan itu berubah?,apakah | awan | bentuk | berubah | itu,awan
253,1773129197312,KEEP,Awan gelap sedang menutup matahari,awan | gelap | matahari | menutup | sedang,gelap | menutup
254,1773129237534,KEEP,Aku belum membeli kamus baru,aku | baru | belum | kamus | membeli,kamus
255,1773129242102,KEEP,Apakah kata itu masih sering dipakai?,apakah | dipakai | itu | kata | masih | sering,dipakai
256,1773129306167,KEEP,Apakah soal itu masih sulit bagimu?,apakah | bagimu | itu | masih | soal | sulit,bagimu | soal
257,1773129316111,KEEP,Aku sedang memikirkan satu soal,aku | memikirkan | satu | sedang | soal,memikirkan
258,1773129328667,KEEP,Apakah dia masih terlihat muda?,apakah | dia | masih | muda | terlihat,muda
259,1773129437389,KEEP,Anak kucing itu terlihat sangat imut,anak | imut | itu | kucing | sangat | terlihat,imut | kucing
260,1773129443645,KEEP,Aku tidak menganggap itu lucu,aku | itu | lucu | menganggap | tidak,lucu | menganggap
261,1773129470258,KEEP,Dia pernah terlihat sangat cantik,cantik | dia | pernah | sangat | terlihat,cantik
262,1773129509032,KEEP,Apakah kamu suka makan kacang?,apakah | kacang | kamu | makan | suka,kacang
263,1773220647287,KEEP,Aku belum beli kecap hari ini,aku | beli | belum | hari | ini | kecap,beli | kecap
264,1773220746243,KEEP,Apakah kamu sudah memotong bawang?,apakah | bawang | kamu | memotong | sudah,bawang | memotong
265,1773220761944,KEEP,Aku pernah menunggang kuda di desa,aku | desa | di | kuda | menunggang | pernah,kuda | menunggang
266,1773220770746,KEEP,Aku sedang berlari menuju halte,aku | berlari | halte | menuju | sedang,berlari
267,1773220797601,KEEP,Aku tidak percaya tipuan itu,aku | itu | percaya | tidak | tipuan,percaya | tipuan
268,1773220819034,KEEP,Apakah kamu percaya ceritaku kemarin?,apakah | ceritaku | kamu | kemarin | percaya,ceritaku
269,1773220824435,KEEP,"Dia penipu, aku tidak akan percaya",akan | aku | dia | penipu | percaya | tidak,penipu
270,1773220846999,KEEP,Aku sedang olahraga di taman,aku | di | olahraga | sedang | taman,olahraga | taman
271,1773220876846,KEEP,Apakah kamu sudah berolahraga pagi ini?,apakah | berolahraga | ini | kamu | pagi | sudah,berolahraga
272,1773220923744,KEEP,Aku belum berlatih hari ini,aku | belum | berlatih | hari | ini,berlatih
273,1773220947602,KEEP,Apakah aku akan mendapat kesempatan lagi?,akan | aku | apakah | kesempatan | lagi | mendapat,mendapat
274,1773220953418,KEEP,Sepatu ini sudah sering dipakai,dipakai | ini | sepatu | sering | sudah,sepatu
275,1773220974274,KEEP,Apakah olahraga memberi banyak manfaat?,apakah | banyak | manfaat | memberi | olahraga,manfaat
276,1773220986141,KEEP,Aku tidak memberi jawaban tadi,aku | jawaban | memberi | tadi | tidak,jawaban
277,1773220992961,KEEP,Ini bukan jenis kopi favoritku,bukan | favoritku | ini | jenis | kopi,favoritku | jenis
278,1773221003932,KEEP,Apakah ini makanan favoritmu?,apakah | favoritmu | ini | makanan,favoritmu
279,1773221126470,KEEP,Tenagaku sudah hampir terkuras hari ini,hampir | hari | ini | sudah | tenagaku | terkuras,tenagaku | terkuras
280,1773221297816,KEEP,Kami makan lalu langsung pulang,kami | lalu | langsung | makan | pulang,langsung
281,1773221303696,KEEP,Apakah jarum itu sudah disterilkan?,apakah | disterilkan | itu | jarum | sudah,disterilkan | jarum
282,1773221319816,KEEP,Alat itu belum disterilkan tadi,alat | belum | disterilkan | itu | tadi,alat
283,1773221370109,KEEP,Jenis musik itu tidak aku suka,aku | itu | jenis | musik | suka | tidak,musik
284,1773221377187,KEEP,Apakah kamu sudah mengenal diri sendiri?,apakah | diri | kamu | mengenal | sendiri | sudah,diri | mengenal
285,1773245192549,KEEP,Mereka membicarakan seks oral secara terbuka?,membicarakan | mereka | oral | secara | seks | terbuka,oral | seks | terbuka
286,1773245199290,KEEP,Dia berbicara secara jujur kepadaku,berbicara | dia | jujur | kepadaku | secara,jujur | kepadaku
287,1773245220416,KEEP,Data pribadi kita dilindungi sistem ini,data | dilindungi | ini | kita | pribadi | sistem,data | dilindungi | pribadi | sistem
288,1773245239852,KEEP,Aku belum mengenal tetangga baruku,aku | baruku | belum | mengenal | tetangga,baruku | tetangga
289,1773245252391,KEEP,Apakah tetangga barumu ramah?,apakah | barumu | ramah | tetangga,barumu | ramah
290,1773245311657,KEEP,Aku sedang mendengarkan musik baru,aku | baru | mendengarkan | musik | sedang,mendengarkan
291,1773245321457,KEEP,Sup ini terlalu asin bagiku,asin | bagiku | ini | sup | terlalu,bagiku | sup
292,1773245342933,KEEP,Dia tidak keras kepala lagi sekarang,dia | kepala | keras | lagi | sekarang | tidak,kepala | keras
293,1773245367031,KEEP,Jangan memukul meja terlalu keras,jangan | keras | meja | memukul | terlalu,memukul
294,1773245386344,KEEP,Kepalaku masih sakit sejak kemarin,kemarin | kepalaku | masih | sakit | sejak,kepalaku
295,1773245543838,KEEP,Aku belum menambahkan garam ke sup,aku | belum | garam | ke | menambahkan | sup,garam | menambahkan
296,1773245552046,KEEP,Aku tidak menambahkan gula ke kopi,aku | gula | ke | kopi | menambahkan | tidak,gula
297,1773245557164,KEEP,Aku akan menambahkan komentar nanti,akan | aku | komentar | menambahkan | nanti,komentar
298,1773245568476,KEEP,Apakah kamu sudah membeli tepung hari ini?,apakah | hari | ini | kamu | membeli | sudah | tepung,tepung
299,1773245603467,KEEP,Aku belum membeli tiket konser itu,aku | belum | itu | konser | membeli | tiket,konser
300,1773245674387,KEEP,Petani itu sedang menanam biji baru,baru | biji | itu | menanam | petani | sedang,biji | menanam | petani
301,1773245683545,KEEP,Kami akan menanam pohon mangga besok,akan | besok | kami | mangga | menanam | pohon,mangga | pohon
302,1773245696422,KEEP,Aku tidak suka jus mangga,aku | jus | mangga | suka | tidak,jus
303,1773245710511,KEEP,Pohon tua itu belum ditebang,belum | ditebang | itu | pohon | tua,ditebang | tua
304,1773245715186,KEEP,Petani itu sedang memeriksa tanahnya,itu | memeriksa | petani | sedang | tanahnya,tanahnya
305,1773245923528,KEEP,Tanah ini tidak cocok untuk padi,cocok | ini | padi | tanah | tidak | untuk,cocok | padi | tanah
306,1773245936486,KEEP,Apakah warna ini cocok untukmu?,apakah | cocok | ini | untukmu | warna,untukmu | warna
307,1773245944959,KEEP,Aku sedang menyiapkan bumbu untuk sup,aku | bumbu | menyiapkan | sedang | sup | untuk,bumbu | menyiapkan
308,1773245974246,KEEP,Aku tidak tahan makanan terlalu pedas,aku | makanan | pedas | tahan | terlalu | tidak,pedas | tahan
309,1773246009354,KEEP,Siapa merusak segel paket itu?,itu | merusak | paket | segel | siapa,merusak | segel
310,1773246135360,KEEP,Segel botol ini belum dibuka,belum | botol | dibuka | ini | segel,dibuka
311,1773246159858,KEEP,Aku akan pijat bahumu sebentar,akan | aku | bahumu | pijat | sebentar,bahumu | pijat
312,1773248741419,KEEP,Dia sedang memijat bahuku sekarang,bahuku | dia | memijat | sedang | sekarang,bahuku | memijat
313,1773248756914,KEEP,Mereka sedang menyiapkan acara khusus malam ini,acara | ini | khusus | malam | menyiapkan | mereka | sedang,acara | khusus
314,1773248766823,KEEP,Obat palsu itu bisa membahayakan pasien,bisa | itu | membahayakan | obat | palsu | pasien,membahayakan | palsu
315,1773248776136,KEEP,Jam itu ternyata palsu,itu | jam | palsu | ternyata,ternyata
316,1773248789382,KEEP,Ternyata dia belum membaca pesanku,belum | dia | membaca | pesanku | ternyata,pesanku
317,1773248820462,KEEP,Apakah tempat itu penuh bahaya?,apakah | bahaya | itu | penuh | tempat,bahaya | tempat
318,1773248832961,KEEP,Gelas ini sudah penuh sekarang,gelas | ini | penuh | sekarang | sudah,gelas
319,1773248858917,KEEP,Dia menolak suap dari pejabat itu,dari | dia | itu | menolak | pejabat | suap,pejabat | suap
320,1773248868733,KEEP,Asap rokok sangat berbahaya bagi anak,anak | asap | bagi | berbahaya | rokok | sangat,asap | berbahaya | rokok
321,1773248897700,KEEP,Ayahku berhenti merokok tahun lalu,ayahku | berhenti | lalu | merokok | tahun,ayahku | merokok
322,1773248912685,KEEP,Ibu sedang memasak di dapur,dapur | di | ibu | memasak | sedang,ibu | memasak
323,1773248959193,KEEP,Dia belum mendapat izin masuk,belum | dia | izin | masuk | mendapat,izin
324,1773248975430,KEEP,Apakah lukisan ini benar-benar asli?,apakah | asli | benar-benar | ini | lukisan,asli | lukisan
325,1773248982877,KEEP,Dia belum terbiasa dengan budaya asing,asing | belum | budaya | dengan | dia | terbiasa,asing | budaya | terbiasa
326,1773248998890,KEEP,Aku belum terbiasa bangun sangat pagi,aku | bangun | belum | pagi | sangat | terbiasa,bangun
327,1773249016542,KEEP,Ini bukan tanda tangan asli,asli | bukan | ini | tanda | tangan,tanda | tangan
328,1773249021978,KEEP,Apakah koin itu benar-benar asli?,apakah | asli | benar-benar | itu | koin,koin
329,1773249030451,KEEP,Dia akhirnya menemukan dokumen asli,akhirnya | asli | dia | dokumen | menemukan,dokumen
330,1773249042138,KEEP,Lukisan itu tampak sangat asli,asli | itu | lukisan | sangat | tampak,tampak
331,1773249058878,KEEP,Apakah restoran itu menyajikan makanan asing?,apakah | asing | itu | makanan | menyajikan | restoran,menyajikan
332,1773249068030,KEEP,Dia pernah bekerja di perusahaan asing,asing | bekerja | di | dia | pernah | perusahaan,perusahaan
333,1773249073162,KEEP,Budaya asing kadang terasa aneh bagiku,aneh | asing | bagiku | budaya | kadang | terasa,kadang
334,1773249093333,KEEP,Rumah itu tampak kosong sejak kemarin,itu | kemarin | kosong | rumah | sejak | tampak,kosong
335,1773249107458,KEEP,Aku kadang lupa membawa kunci,aku | kadang | kunci | lupa | membawa,membawa
336,1773249122449,KEEP,Kadang aku tidak memahami leluconnya,aku | kadang | leluconnya | memahami | tidak,leluconnya
337,1773249127633,KEEP,Apakah kamu kadang merindukan rumah lama?,apakah | kadang | kamu | lama | merindukan | rumah,merindukan
338,1773249143092,KEEP,Aku merindukan sahabat lamaku,aku | lamaku | merindukan | sahabat,sahabat
339,1773249148254,KEEP,Dia sedang menceritakan lelucon lucu,dia | lelucon | lucu | menceritakan | sedang,lelucon | menceritakan
340,1773249163258,KEEP,Sahabatku akan datang berkunjung besok,akan | berkunjung | besok | datang | sahabatku,berkunjung | sahabatku
341,1773249274830,KEEP,Dia membeli setelan baru kemarin,baru | dia | kemarin | membeli | setelan,setelan
342,1773249282792,KEEP,Kami akan bepergian ke selatan besok,akan | bepergian | besok | kami | ke | selatan,bepergian | selatan
343,1773249292992,KEEP,Aku jarang bepergian jauh sendirian,aku | bepergian | jarang | jauh | sendirian,sendirian
344,1773307974674,KEEP,Kepiawaian seninya sudah diakui banyak pelukis,banyak | diakui | kepiawaian | pelukis | seninya | sudah,diakui | kepiawaian | pelukis | seninya
345,1773307987505,KEEP,Aku belum punya kepiawaian memasak rendang,aku | belum | kepiawaian | memasak | punya | rendang,rendang
346,1773308049578,KEEP,Aku sedang membeli daging segar,aku | daging | membeli | sedang | segar,daging
347,1773308068043,KEEP,Dia akan belajar seni di kampus,akan | belajar | di | dia | kampus | seni,kampus | seni
348,1773308072833,KEEP,Apakah bakatmu sudah diakui gurumu?,apakah | bakatmu | diakui | gurumu | sudah,bakatmu | gurumu
349,1773308085133,KEEP,Bakatnya belum terlihat sejak kecil,bakatnya | belum | kecil | sejak | terlihat,bakatnya
350,1773308090573,KEEP,Guru baru itu sedang menjelaskan tugas,baru | guru | itu | menjelaskan | sedang | tugas,guru | menjelaskan | tugas
351,1773308215347,KEEP,Komentarnya sering merongrong kepercayaan diriku,diriku | kepercayaan | komentarnya | merongrong | sering,diriku | kepercayaan | komentarnya | merongrong
352,1773308255001,KEEP,Mengapa komentarmu terdengar sangat kasar?,kasar | komentarmu | mengapa | sangat | terdengar,kasar | komentarmu
353,1773308270149,KEEP,Bahasanya tidak kasar saat marah,bahasanya | kasar | marah | saat | tidak,bahasanya
354,1773308284196,KEEP,Apakah mereka akan bakar sampah malam ini?,akan | apakah | bakar | ini | malam | mereka | sampah,bakar | sampah
355,1773308294025,KEEP,Aku belum membuang sampah hari ini,aku | belum | hari | ini | membuang | sampah,membuang
356,1773308334633,KEEP,Aku sedang menampal lubang kecil,aku | kecil | lubang | menampal | sedang,lubang | menampal
357,1773308360317,KEEP,Mengapa gambarmu tampak begitu aneh?,aneh | begitu | gambarmu | mengapa | tampak,begitu | gambarmu
358,1773308505983,KEEP,Benua itu tidak pernah aku kunjungi,aku | benua | itu | kunjungi | pernah | tidak,benua | kunjungi
359,1773308512032,KEEP,Mengapa langit tampak hitam tadi?,hitam | langit | mengapa | tadi | tampak,hitam
360,1773308529099,KEEP,Rumah tua itu masih kuat berdiri,berdiri | itu | kuat | masih | rumah | tua,berdiri | kuat
361,1773308536072,KEEP,Kekuatan tim kami belum cukup,belum | cukup | kami | kekuatan | tim,kekuatan | tim
362,1773308546709,KEEP,Aku akan berdiri di depan kelas,akan | aku | berdiri | depan | di | kelas,kelas
363,1773308595089,KEEP,Dia sedang menjual buah di pasar,buah | di | dia | menjual | pasar | sedang,buah | menjual
364,1773308618456,KEEP,Dia pernah memulai selingkuhan rahasia,dia | memulai | pernah | rahasia | selingkuhan,selingkuhan
365,1773308626852,KEEP,Apakah galaksi itu sangat jauh?,apakah | galaksi | itu | jauh | sangat,galaksi
366,1773308680879,KEEP,Aku tadi ketinggalan bus terakhir,aku | bus | ketinggalan | tadi | terakhir,ketinggalan | terakhir
367,1773308704310,KEEP,Nona itu belum tiba di kantor,belum | di | itu | kantor | nona | tiba,nona
368,1773308716866,KEEP,Mengapa kamu melewatkan detail penting itu?,detail | itu | kamu | melewatkan | mengapa | penting,detail | melewatkan
369,1773308728878,KEEP,Tembakannya hampir meleset dari target,dari | hampir | meleset | target | tembakannya,meleset | target | tembakannya
370,1773308755755,KEEP,Tembakannya tidak mengenai target,mengenai | target | tembakannya | tidak,mengenai
371,1773308770076,KEEP,Panah itu akan mengenai sasaran,akan | itu | mengenai | panah | sasaran,panah | sasaran
372,1773308796043,KEEP,Sasaran latihan hari ini belum tercapai,belum | hari | ini | latihan | sasaran | tercapai,latihan | tercapai
373,1773308815310,KEEP,Panah itu tidak terbang lurus,itu | lurus | panah | terbang | tidak,lurus | terbang
374,1773308884579,KEEP,Burung itu akan terbang saat fajar,akan | burung | fajar | itu | saat | terbang,burung | fajar
375,1773308914436,KEEP,Fajar belum muncul di timur,belum | di | fajar | muncul | timur,muncul | timur
376,1773325823621,KEEP,Kami tidak bekerja pada Selasa,bekerja | kami | pada | selasa | tidak,selasa
377,1773325834866,KEEP,Aku akan kembali pada Rabu,akan | aku | kembali | pada | rabu,rabu
378,1773325846687,KEEP,Apakah kamu bekerja pada Kamis?,apakah | bekerja | kamis | kamu | pada,kamis
379,1773325862221,KEEP,Aku belum pernah bekerja pada Jumat,aku | bekerja | belum | jumat | pada | pernah,jumat
380,1773325872629,KEEP,Kami akan berangkat pada Sabtu,akan | berangkat | kami | pada | sabtu,sabtu
381,1773327747408,KEEP,Mengapa toko itu tutup pada Minggu?,itu | mengapa | minggu | pada | toko | tutup,minggu | toko
382,1773327986694,KEEP,Apakah kamu pindah rumah pada Januari?,apakah | januari | kamu | pada | pindah | rumah,januari
383,1773327997642,KEEP,Festival itu akan diadakan Februari,akan | diadakan | februari | festival | itu,diadakan | februari | festival
384,1773328126577,KEEP,Mengapa daun itu tetap hijau?,daun | hijau | itu | mengapa | tetap,daun | hijau
